metric,release_period,reference_period,amount_b_gbp,source_url,retrieved_at_utc
psnb_ex_fye,January 2026,FYE March 2025,152.7,https://www.ons.gov.uk/economy/governmentpublicsectorandtaxes/publicsectorfinance/bulletins/publicsectorfinances/january2026,2026-02-24T22:43:49.077570+00:00
